"","target","feature","n_eff","mi","cramer_v","polychor","theil_u","type_feature","type_target","score","rank_theilU","rank_mi","rank_cramer","rank_poly","rank_score","rank"
"2330","t_Q109","Q49",4890,0.0412015789212186,0.144601356353698,NA,0.0280529117147615,"nominal","nominal",0.0436523563405923,21,21,23,1,20,20
"2331","t_Q109","Q244",4800,0.0414079688223312,0.143129378598492,NA,0.0281946024284365,"nominal","nominal",0.0436520899636105,20,20,24,1,21,21
"2332","t_Q109","Q158",4737,0.0401904176054586,0.142260263670379,NA,0.0274482511962468,"nominal","nominal",0.0427521023664236,22,22,26,1,22,22
"2333","t_Q109","Q243",4812,0.0373576293601063,0.137923433977052,NA,0.0254319930859193,"nominal","nominal",0.0402588280572887,23,23,29,1,23,23
"2334","t_Q109","Q250",4857,0.036680585595926,0.136858776652597,NA,0.0249690821306915,"nominal","nominal",0.0396715026224524,24,24,31,1,24,24
"2335","t_Q109","Q242",4740,0.0363179165563698,0.138428708419676,NA,0.0247415284570619,"nominal","nominal",0.0395831628831157,25,25,28,1,25,25
"2336","t_Q109","Q178",4621,0.0349223006905053,0.135388067061312,NA,0.0237357428370659,"nominal","nominal",0.0382569426155223,27,27,32,1,26,26
"2337","t_Q109","Q262",4875,0.0354968036174146,0.128600518008662,NA,0.0241672336718581,"nominal","nominal",0.0380094330892054,26,26,42,1,27,27
"2338","t_Q109","Q48",4869,0.0344939495262127,0.132197796532774,NA,0.0234899088354125,"nominal","nominal",0.0376619098123887,28,28,35,1,28,28
"2339","t_Q109","Q186",4817,0.0336112663453934,0.129441153874088,NA,0.0229009900422436,"nominal","nominal",0.036768089316373,29,29,39,1,29,29
"2340","t_Q109","Q240",3254,0.0330819424187672,0.13180696039684,NA,0.0224848448838782,"nominal","nominal",0.036596185695641,30,30,37,1,30,30
"2341","t_Q109","Q184",4819,0.0326716433448784,0.128834762026202,NA,0.0222753618919369,"nominal","nominal",0.0360501863412459,31,31,40,1,31,31
"2342","t_Q109","Q182",4616,0.0320009338155174,0.12784052744343,NA,0.0217744887641905,"nominal","nominal",0.0354490261475125,32,32,44,1,32,32
"2343","t_Q109","Q180",4863,0.0313909187580981,0.128602734987624,NA,0.0213810115873079,"nominal","nominal",0.0351061560785766,33,33,41,1,33,33
"2344","t_Q109","Q179",4875,0.0310433072659553,0.127300489497848,NA,0.0211524046195225,"nominal","nominal",0.0347344839012849,34,34,45,1,34,34
"2345","t_Q109","Q169",4665,0.028388683080494,0.137727372876575,NA,0.0193346005233435,"ordinal","nominal",0.0338901025258118,40,40,30,1,35,35
"2346","t_Q109","Q252",4815,0.0295853441546319,0.123526093121568,NA,0.0201208960514592,"nominal","nominal",0.0333007501894219,35,35,48,1,36,36
"2347","t_Q109","Q246",4763,0.0293579263060559,0.122163940061479,NA,0.0199821537109762,"nominal","nominal",0.0330130641245504,36,36,52,1,37,37
"2348","t_Q109","Q6",4874,0.0273307863747627,0.134404814366971,NA,0.0186055848579726,"ordinal","nominal",0.0328030682639095,43,43,34,1,38,38
"2349","t_Q109","Q50",4895,0.0285707275730172,0.122648249176374,NA,0.0194556276264538,"nominal","nominal",0.0325094197654148,38,38,50,1,39,39
"2350","t_Q109","Q185",4842,0.0289379305371229,0.118816931704755,NA,0.019724936473011,"nominal","nominal",0.032398034215419,37,37,58,1,40,40
"2351","t_Q109","Q181",4866,0.0283696242955802,0.122002775401814,NA,0.0193303072405651,"nominal","nominal",0.0323093491731945,41,41,53,1,41,41
"2352","t_Q109","Q41",4884,0.0285109081832609,0.119104321974233,NA,0.0194061668321863,"ordinal","nominal",0.0321074047517133,39,39,57,1,42,42
"2353","t_Q109","Q187",4808,0.0282762920835671,0.118473041236051,NA,0.0192569791510202,"nominal","nominal",0.0318843792392874,42,42,59,1,43,43
"2354","t_Q109","Q194",4839,0.0262306257722109,0.119111909803549,NA,0.0178912514415271,"nominal","nominal",0.0305151295769344,45,45,56,1,44,44
"2355","t_Q109","Q38",4882,0.0264551316695494,0.113794745869863,NA,0.0180291778298507,"ordinal","nominal",0.0301335207857615,44,44,66,1,45,45
"2356","t_Q109","Q251",4820,0.0262094840079152,0.115024874276226,NA,0.0178332376658651,"nominal","nominal",0.0300652752295162,46,46,63,1,46,46
"2357","t_Q109","Q39",4868,0.02582827005293,0.11250807101096,NA,0.0175803378838261,"ordinal","nominal",0.0295474908472706,47,47,69,1,47,47
"2358","t_Q109","Q192",4850,0.0250750626052545,0.115646816569513,NA,0.0170895331837279,"nominal","nominal",0.0293409203487644,48,48,61,1,48,48
"2359","t_Q109","Q148",4540,0.02319952536602,0.123262966442429,NA,0.0157313286864823,"nominal","nominal",0.0287249514659383,52,51,49,1,49,49
"2360","t_Q109","Q165",4823,0.0152870736108817,0.17046134395941,NA,0.0104177741815819,"ordinal","nominal",0.0278829209881547,77,78,11,1,50,50
"2361","t_Q109","Q33",4890,0.0233864153723262,0.108980701020637,NA,0.0159294752490358,"ordinal","nominal",0.027471679863183,49,49,71,1,51,51
"2362","t_Q109","Q37",4873,0.0233754249808884,0.107902710336631,NA,0.0159227867376524,"ordinal","nominal",0.027356570570521,50,50,74,1,52,52
"2363","t_Q109","Q254",4836,0.0231684389933609,0.106913196940868,NA,0.0157852270850936,"nominal","nominal",0.0271129876431513,51,52,78,1,53,53
"2364","t_Q109","Q35",4859,0.022513807604013,0.106977573209285,NA,0.0153291601135526,"ordinal","nominal",0.0266493956702639,53,53,76,1,54,54
"2365","t_Q109","Q172",4853,0.0223495348303597,0.10457679052737,NA,0.0152069117820673,"nominal","nominal",0.0262866865710854,54,54,84,1,55,55
"2366","t_Q109","Q209",4750,0.0179808000829098,0.13441236969144,NA,0.012244196713773,"nominal","nominal",0.0261819950222808,66,66,33,1,56,56
"2367","t_Q109","Q191",4873,0.0212625841433356,0.106617480024859,NA,0.0144848560298768,"nominal","nominal",0.0257314368634126,55,55,79,1,57,57
"2368","t_Q109","Q147",4867,0.0199912809130742,0.114470984093079,NA,0.0136173425964718,"nominal","nominal",0.0256148882411132,56,56,65,1,58,58
"2369","t_Q109","Q239",4651,0.019696135120352,0.11640249478909,NA,0.0134066329929197,"nominal","nominal",0.0255930698107664,58,58,60,1,59,59
"2370","t_Q109","Q259",4771,0.0198556813101369,0.114991696469127,NA,0.0135148434915018,"nominal","nominal",0.0255647801348548,57,57,64,1,60,60
"2371","t_Q109","Q78",4826,0.0192435637401092,0.113176650210631,NA,0.013095853346348,"nominal","nominal",0.0249482461509046,60,60,67,1,61,61
"2372","t_Q109","Q43",4800,0.0167410201395288,0.128533135458831,NA,0.0113961840428704,"nominal","nominal",0.0247133300134639,71,72,43,1,62,62
"2373","t_Q109","Q143",4636,0.0184753099421693,0.110221682102836,NA,0.012596388786329,"nominal","nominal",0.0241225944647318,63,63,70,1,63,63
"2374","t_Q109","Q168",4594,0.0119924156751798,0.153523343622888,NA,0.00819656971532873,"ordinal","nominal",0.0238680008940399,112,112,18,1,64,64
"2375","t_Q109","Q270",4846,0.0196310727893811,0.0990738907456817,NA,0.0133622568610572,"nominal","nominal",0.0238140650280168,59,59,95,1,65,65
"2376","t_Q109","Q64",4835,0.0178184172040972,0.108944765713078,NA,0.0121346813366348,"nominal","nominal",0.0235208105345178,67,67,72,1,66,66
"2377","t_Q109","Q234",4513,0.0177050231052709,0.108327859531247,NA,0.0120020173088357,"ordinal","nominal",0.0233455032700073,68,68,73,1,67,67
"2378","t_Q109","Q218",4448,0.0151792849699692,0.122519664127787,NA,0.0103506922849032,"nominal","nominal",0.0230161672747114,79,80,51,1,68,68
"2379","t_Q109","Q282",2996,0.0188174226318427,0.0962351473007097,NA,0.0127899591643288,"nominal","nominal",0.0229427170182211,62,62,101,1,69,69
"2380","t_Q109","Q189",4827,0.0180051918206621,0.101424254980136,NA,0.0122648936561073,"nominal","nominal",0.0229029192378767,65,65,87,1,70,70
"2381","t_Q109","Q277",4352,0.0188259265146531,0.095367822090133,NA,0.0128554613201709,"nominal","nominal",0.0228978369555118,61,61,105,1,71,71
"2382","t_Q109","Q36",4007,0.0183893034872655,0.0959271917396821,NA,0.0124183393444313,"ordinal","nominal",0.0225605138268066,64,64,104,1,72,72
"2383","t_Q109","Q87",3992,0.0168117098642879,0.106924435856121,NA,0.011338074969362,"nominal","nominal",0.0225388015265156,73,71,77,1,73,73
"2384","t_Q109","Q142",4674,0.0166887632875552,0.105331654515586,NA,0.0113616208137947,"nominal","nominal",0.022356766926102,72,73,82,1,74,74
"2385","t_Q109","Q77",4710,0.0166678192642751,0.105373608028425,NA,0.0113157084244842,"nominal","nominal",0.0223271316368155,74,74,81,1,75,75
"2386","t_Q109","Q15",4871,0.0105510418190145,0.144925189339142,NA,0.00719026740669346,"nominal","nominal",0.0219719919236346,124,125,22,1,76,76
"2387","t_Q109","Q167",4598,0.0102758029566417,0.142947251350682,NA,0.00702669529075126,"ordinal","nominal",0.0215934831965114,127,127,25,1,77,77
"2388","t_Q109","Q281",4488,0.0169538058059073,0.0916585970246437,NA,0.0115172676556568,"nominal","nominal",0.0211623620376307,70,69,121,1,78,78
"2389","t_Q109","Q236",4639,0.0154957492309311,0.101622784574509,NA,0.0105613406970559,"nominal","nominal",0.0211478076449637,75,76,85,1,79,79
"2390","t_Q109","Q34",4886,0.0169261407638803,0.0911671117297468,NA,0.0115217471497993,"ordinal","nominal",0.0211076016920183,69,70,125,1,80,80
"2391","t_Q109","Q86",3651,0.0155766209637935,0.101101013937387,NA,0.0105014361355884,"nominal","nominal",0.0210839493642298,76,75,89,1,81,81
"2392","t_Q109","Q217",4648,0.0133855047918559,0.115600399390663,NA,0.00910659816229597,"nominal","nominal",0.0210396502740007,97,97,62,1,82,82
"2393","t_Q109","Q83",4186,0.0153003281346304,0.101460014799442,NA,0.0103335623264291,"nominal","nominal",0.0209362373161908,80,77,86,1,83,83
"2394","t_Q109","Q197",4816,0.0152599541611584,0.100878854852305,NA,0.0103873965351291,"nominal","nominal",0.0208983096546555,78,79,90,1,84,84
"2395","t_Q109","Q31",4843,0.0150761938872668,0.100735588427757,NA,0.0102733456329529,"ordinal","nominal",0.0207604243887275,81,81,91,1,85,85
"2396","t_Q109","Q57",4854,0.00966321090187261,0.138565805699361,NA,0.00658424276821449,"nominal","nominal",0.0207060895014266,133,133,27,1,86,86
"2397","t_Q109","Q65",4827,0.0147449985039341,0.100099933155778,NA,0.0100463771328219,"nominal","nominal",0.0204613191464512,83,85,92,1,87,87
"2398","t_Q109","Q88",4153,0.0148340728980401,0.0998620625399862,NA,0.0100188968012332,"nominal","nominal",0.0204477662041506,84,83,94,1,88,88
"2399","t_Q109","Q89",3892,0.0148190783505662,0.0999373214551423,NA,0.00999317126870445,"nominal","nominal",0.0204353584119068,86,84,93,1,89,89
"2400","t_Q109","Q91",3403,0.0124846928613609,0.112848890429374,NA,0.00851426595752397,"nominal","nominal",0.0201388564758601,107,108,68,1,90,90
"2401","t_Q109","Q46",4882,0.0142477508043886,0.0977454582147645,NA,0.00970827099867285,"nominal","nominal",0.0198738336619967,89,89,97,1,91,91
"2402","t_Q109","Q224",4353,0.0140354828592564,0.0964641912082005,NA,0.00949750307542175,"ordinal","nominal",0.01955556582385,90,90,100,1,92,92
"2403","t_Q109","Q196",4846,0.0138644102631931,0.096056915810222,NA,0.00943869804480748,"nominal","nominal",0.0194282334868646,91,91,103,1,93,93
"2404","t_Q109","Q22",4692,0.00873566056257058,0.131954956405907,NA,0.00595314935621873,"ordinal","nominal",0.0193880834230931,143,143,36,1,94,94
"2405","t_Q109","Q69",4874,0.0137865686041394,0.0960797104599285,NA,0.00939233448244914,"nominal","nominal",0.0193793423167041,92,92,102,1,95,95
"2406","t_Q109","Q44",4828,0.0118181039589489,0.107769847566744,NA,0.00804978278628685,"nominal","nominal",0.0191522856161312,114,115,75,1,96,96
"2407","t_Q109","Q231",4294,0.0136346083549217,0.095024445589811,NA,0.00923033545895787,"ordinal","nominal",0.0191310283408323,95,94,107,1,97,97
"2408","t_Q109","Q283",4340,0.0148444257279134,0.0857046460489977,NA,0.0101336462427786,"nominal","nominal",0.019103980068941,82,82,138,1,98,98
"2409","t_Q109","Q17",4875,0.008525871750928,0.130244462787219,NA,0.00580934805553412,"nominal","nominal",0.0190678166373208,150,150,38,1,99,99
"2410","t_Q109","Q288",4797,0.0145869301277894,0.0872795792460503,NA,0.00993748983525174,"nominal","nominal",0.0190665308640929,87,87,134,1,100,100
"2411","t_Q109","Q235",4694,0.013455319034553,0.0946266067735469,NA,0.00914686769053777,"nominal","nominal",0.0189873770020432,96,96,108,1,101,101
"2412","t_Q109","Q237",4711,0.0133299205350506,0.0953135846679778,NA,0.00907351674848942,"nominal","nominal",0.0189744446764066,99,99,106,1,102,102
"2413","t_Q109","Q280",3196,0.0146797664449441,0.0851645682824119,NA,0.0100031593738304,"nominal","nominal",0.0189222823860226,85,86,140,1,103,103
"2414","t_Q109","Q5",4828,0.0133510264858954,0.0942525704283044,NA,0.00909618565251731,"ordinal","nominal",0.0188882763801094,98,98,110,1,104,104
"2415","t_Q109","Q227",4293,0.013276259964206,0.0939399349303943,NA,0.00898752132429676,"ordinal","nominal",0.0187693842768793,103,101,112,1,105,105
"2416","t_Q109","Q80",4585,0.0132159088984025,0.0939553092381512,NA,0.00899504336078947,"nominal","nominal",0.0187573296098096,102,103,111,1,106,106
"2417","t_Q109","Q28",4845,0.0132717642699474,0.093497438501814,NA,0.00903573059806688,"ordinal","nominal",0.0187527114900057,101,102,114,1,107,107
"2418","t_Q109","Q278",4304,0.0143133389823733,0.0843650592698462,NA,0.00976287899263509,"nominal","nominal",0.0185882350172777,88,88,144,1,108,108
"2419","t_Q109","Q85",3951,0.0130287245060945,0.0922183755027289,NA,0.00879408096282429,"nominal","nominal",0.0184069034797958,105,105,119,1,109,109
"2420","t_Q109","Q256",4862,0.0127734594091651,0.0921621528105318,NA,0.00869916022801024,"nominal","nominal",0.0182677492406088,106,106,120,1,110,110
"2421","t_Q109","Q67",4859,0.0124895387867809,0.0934310427743104,NA,0.00850629915335406,"nominal","nominal",0.0181937454054778,108,107,116,1,111,111
"2422","t_Q109","Q25",4867,0.00795627016023293,0.125355901158246,NA,0.00541840584551961,"ordinal","nominal",0.0181735146712063,160,160,46,1,112,112
"2423","t_Q109","Q151",4616,0.0078797600627798,0.124872175989324,NA,0.00537592926045215,"ordinal","nominal",0.0180767031740376,162,162,47,1,113,113
"2424","t_Q109","Q276",3324,0.0136714857686933,0.0831352667609746,NA,0.00936230705075097,"nominal","nominal",0.018032356637156,93,93,146,1,114,114
"2425","t_Q109","Q119",3994,0.0122303469564162,0.092657074056548,NA,0.00830382395091365,"ordinal","nominal",0.0179171058631279,110,110,117,1,115,115
"2426","t_Q109","Q205",4824,0.013603742078697,0.0822437964275553,NA,0.00926250967682899,"nominal","nominal",0.017863008072462,94,95,149,1,116,116
"2427","t_Q109","Q275",4855,0.0133262465466739,0.0829514872400356,NA,0.00907099294242139,"nominal","nominal",0.0177356184534586,100,100,147,1,117,117
"2428","t_Q109","Q68",4596,0.011937040733887,0.0912153157451058,NA,0.00812309834066118,"nominal","nominal",0.0175765027990734,113,113,124,1,118,118
"2429","t_Q109","Q70",4849,0.0120452335386156,0.0885986629950897,NA,0.00821023312983123,"nominal","nominal",0.0173995762389924,111,111,128,1,119,119
"2430","t_Q109","Q219",4454,0.0101577236831361,0.101231423965921,NA,0.00692561840265226,"nominal","nominal",0.0173258305431243,129,129,88,1,120,120
"2431","t_Q109","Q23",4860,0.0073193002319556,0.12073981565247,NA,0.00498338732464291,"ordinal","nominal",0.0172598040296194,167,167,54,1,121,121
"2432","t_Q109","Q274",4737,0.0130725451617026,0.0797818267828397,NA,0.0089077944850371,"nominal","nominal",0.017244622917817,104,104,154,1,122,122
"2433","t_Q109","Q71",4845,0.011602826351397,0.0878809462305751,NA,0.00789670279236325,"nominal","nominal",0.0170069642038946,116,116,130,1,123,123
"2434","t_Q109","Q128",3796,0.00708030220113898,0.119641091418769,NA,0.00484170195057067,"ordinal","nominal",0.0169932209725609,169,169,55,1,124,124
"2435","t_Q109","Q81",4711,0.0115839604444972,0.0875624142421262,NA,0.00788036988892298,"nominal","nominal",0.0169596514909156,117,117,133,1,125,125
"2436","t_Q109","Q72",4788,0.0115101371841684,0.0871730509485836,NA,0.00782391336673643,"nominal","nominal",0.0168646942701507,118,118,135,1,126,126
"2437","t_Q109","Q190",4873,0.0123980100004069,0.0799563168203681,NA,0.00844726828495834,"nominal","nominal",0.0167833956531339,109,109,153,1,127,127
"2438","t_Q109","Q216",4781,0.00974561670957996,0.0979193612574402,NA,0.00663289139153531,"nominal","nominal",0.0166953559735392,132,132,96,1,128,128
"2439","t_Q109","Q228",4349,0.0113086376938503,0.0866604177002082,NA,0.00766894878535293,"ordinal","nominal",0.0166600023493877,119,119,136,1,129,129
"2440","t_Q109","Q61",4855,0.0110163984816198,0.0858269837169395,NA,0.00750223892782854,"nominal","nominal",0.016388961272877,120,120,137,1,130,130
"2441","t_Q109","Q66",4817,0.0107681708488752,0.084839317952511,NA,0.00732839870845937,"nominal","nominal",0.0161114222749893,121,121,141,1,131,131
"2442","t_Q109","Q279",4828,0.0118200830090052,0.0765814722641055,NA,0.00804716742553502,"nominal","nominal",0.0160324725844331,115,114,162,1,132,132
"2443","t_Q109","Q32",4779,0.0106459946170592,0.0844436418557519,NA,0.00725166942517084,"ordinal","nominal",0.0159891642257954,123,123,142,1,133,133
"2444","t_Q109","Q93",3341,0.008833364590485,0.0967970265693425,NA,0.00599100947855516,"nominal","nominal",0.0159243177212128,139,139,99,1,134,134
"2445","t_Q109","Q135",4478,0.0105860865934595,0.084385677062053,NA,0.00717808929238993,"nominal","nominal",0.0159212472596771,125,124,143,1,135,135
"2446","t_Q109","Q76",4807,0.010714095593098,0.0828180742070141,NA,0.00729130083518046,"nominal","nominal",0.0158708165997391,122,122,148,1,136,136
"2447","t_Q109","Q212",4707,0.00899714095995652,0.0944225351680194,NA,0.00613508791029748,"nominal","nominal",0.0158224485509674,137,137,109,1,137,137
"2448","t_Q109","Q30",4877,0.0102210715065016,0.0833585244641943,NA,0.00696135723164641,"ordinal","nominal",0.0155789882373578,128,128,145,1,138,138
"2449","t_Q109","Q215",4359,0.00879932431637886,0.0934505482346032,NA,0.00596688728958914,"nominal","nominal",0.0155649844921275,140,141,115,1,139,139
"2450","t_Q109","Q210",4707,0.00857879921854998,0.092607177004742,NA,0.00585728573206801,"nominal","nominal",0.01534872890528,146,148,118,1,140,140
"2451","t_Q109","Q74",4773,0.00999440888806191,0.0821982791982931,NA,0.00679559029838571,"nominal","nominal",0.0152955047652793,131,131,150,1,141,141
"2452","t_Q109","Q113",4719,0.0100306891243243,0.0811095429054555,NA,0.00681742442971989,"nominal","nominal",0.0152106156856748,130,130,151,1,142,142
"2453","t_Q109","Q45",4793,0.00831522765001402,0.0912889108146879,NA,0.00566169359994843,"nominal","nominal",0.0150204755364421,154,154,123,1,143,143
"2454","t_Q109","Q214",4776,0.00817394011836292,0.0898260569990827,NA,0.00556624336307376,"nominal","nominal",0.0147745337532614,157,157,126,1,144,144
"2455","t_Q109","Q213",4792,0.00807479786008525,0.0890492781649488,NA,0.00550397744316195,"nominal","nominal",0.0146297536404176,158,159,127,1,145,145
"2456","t_Q109","Q206",4834,0.0104039775961917,0.0723501971402821,NA,0.0070815207112871,"nominal","nominal",0.014605125419658,126,126,176,1,146,146
"2457","t_Q109","Q166",4577,0.0056387394849784,0.105930963085722,NA,0.00385612483188402,"ordinal","nominal",0.0145983930531962,175,175,80,1,147,147
"2458","t_Q109","Q117",4622,0.00935161002370766,0.0791315145515781,NA,0.0063543976425037,"nominal","nominal",0.0145312730477723,134,134,155,1,148,148
"2459","t_Q109","Q26",4861,0.00559969587961273,0.104620389710908,NA,0.00381349221330333,"ordinal","nominal",0.0144300430629566,177,177,83,1,149,149
"2460","t_Q109","Q226",4054,0.00915288295082739,0.0786668882736041,NA,0.006190560274705,"ordinal","nominal",0.0143268898774316,136,135,156,1,150,150
"2461","t_Q109","Q199",4887,0.0091062582593926,0.0774810179394234,NA,0.00620285730871156,"nominal","nominal",0.014201693656987,135,136,159,1,151,151
"2462","t_Q109","Q220",4450,0.00748494986194981,0.0876622973831654,NA,0.00510291823444389,"nominal","nominal",0.0140734656375678,164,164,132,1,152,152
"2463","t_Q109","Q79",4682,0.00893064265294186,0.0769740504544497,NA,0.0060724551818697,"nominal","nominal",0.0140200709504493,138,138,160,1,153,153
"2464","t_Q109","Q116",4728,0.00874421082925725,0.0766403090031629,NA,0.0059534849429937,"nominal","nominal",0.0138593851148897,142,142,161,1,154,154
"2465","t_Q109","Q59",4876,0.00858209743455518,0.0774849276624777,NA,0.00584751870621124,"nominal","nominal",0.0138316332203411,147,147,158,1,155,155
"2466","t_Q109","Q225",4187,0.00881257379395795,0.076053671453594,NA,0.00595412688262638,"ordinal","nominal",0.0138216154131226,141,140,166,1,156,156
"2467","t_Q109","Q211",4761,0.00742438290068037,0.0854974302064988,NA,0.00505949654541684,"nominal","nominal",0.0138127558181041,165,165,139,1,157,157
"2468","t_Q109","Q198",4821,0.00869233701317818,0.0763238692301179,NA,0.00591882058206591,"nominal","nominal",0.0137913803762048,144,144,164,1,158,158
"2469","t_Q109","Q138",4392,0.00860882555735643,0.0762986737344467,NA,0.0058360512166422,"nominal","nominal",0.0137141457706369,148,146,165,1,159,159
"2470","t_Q109","Q62",4748,0.00867467848110781,0.0756257095919171,NA,0.00590600656396464,"nominal","nominal",0.0137085784419028,145,145,168,1,160,160
"2471","t_Q109","Q75",4775,0.00857265193356938,0.0757255722171395,NA,0.0058265518063106,"nominal","nominal",0.0136402838855711,149,149,167,1,161,161
"2472","t_Q109","Q73",4781,0.00848466340672882,0.0749493940966226,NA,0.00577486781551746,"nominal","nominal",0.0135052591209914,152,152,169,1,162,162
"2473","t_Q109","Q255",4869,0.00849073852075133,0.0748287231227506,NA,0.00578270901107721,"nominal","nominal",0.0134997192751468,151,151,170,1,163,163
"2474","t_Q109","Q60",4889,0.00818146060959446,0.0763777611472589,NA,0.00557267668281228,"nominal","nominal",0.0134358203072916,156,156,163,1,164,164
"2475","t_Q109","Q20",4854,0.00473790434706345,0.0974216425920205,NA,0.00322685324880795,"ordinal","nominal",0.0130996475126059,186,186,98,1,165,165
"2476","t_Q109","Q232",4370,0.00811798992244306,0.0731337829638158,NA,0.00549565590437405,"ordinal","nominal",0.0130461688157389,159,158,172,1,166,166
"2477","t_Q109","Q230",4248,0.00795350520186044,0.07232014717511,NA,0.00538701340889303,"ordinal","nominal",0.012850274323405,161,161,177,1,167,167
"2478","t_Q109","Q200",4875,0.00639578751879721,0.0800722591342633,NA,0.00435424073070778,"nominal","nominal",0.0125385066074902,171,171,152,1,168,168
"2479","t_Q109","Q47",4899,0.00840419092482669,0.0650009191003227,NA,0.00572373462442747,"nominal","nominal",0.0124555899621368,153,153,187,1,169,169
"2480","t_Q109","Q18",4877,0.00428045385479159,0.0937824402214441,NA,0.00291479017344573,"ordinal","nominal",0.0124112542826493,189,189,113,1,170,170
"2481","t_Q109","Q132",4529,0.00758603236065536,0.0704915261448873,NA,0.00514357557629457,"nominal","nominal",0.0124111076684621,163,163,182,1,171,171
"2482","t_Q109","Q203",4861,0.00827643008950218,0.064654917579636,NA,0.00563689419362009,"nominal","nominal",0.0123305573009863,155,155,188,1,172,172
"2483","t_Q109","Q136",4407,0.00739295927975814,0.0707988249290191,NA,0.00500356292983899,"nominal","nominal",0.0122999080347327,166,166,181,1,173,173
"2484","t_Q109","Q134",4502,0.00714436837223786,0.0720861586158387,NA,0.00484235324263801,"nominal","nominal",0.012257338318838,168,168,179,1,174,174
"2485","t_Q109","Q123",3879,0.00413679753364526,0.0913003191405238,NA,0.00282928975217082,"ordinal","nominal",0.0120686450254485,190,190,122,1,175,175
"2486","t_Q109","Q125",3313,0.00401519794307781,0.0883601049850095,NA,0.00273352266378414,"ordinal","nominal",0.0116806834796948,193,193,129,1,176,176
"2487","t_Q109","Q21",4861,0.00380760947315029,0.0876760633593897,NA,0.00259177871774041,"ordinal","nominal",0.0114649564085283,194,194,131,1,177,177
"2488","t_Q109","Q58",4896,0.00638436772644546,0.0691170496992639,NA,0.00434756174107438,"nominal","nominal",0.0114355523325047,172,172,185,1,178,178
"2489","t_Q109","Q92",3358,0.00562468473438749,0.0742421162740434,NA,0.00383856945398411,"nominal","nominal",0.011414758720111,176,176,171,1,179,179
"2490","t_Q109","Q56",4843,0.00525092760771528,0.0724568640993463,NA,0.00357805179288833,"nominal","nominal",0.0109677957679822,182,182,175,1,180,180
"2491","t_Q109","Q42",4807,0.00507382739229723,0.0712051814838773,NA,0.00345477397223582,"nominal","nominal",0.0107155307494184,183,183,180,1,181,181
"2492","t_Q109","Q273",4887,0.00656933529731063,0.0567727161666108,NA,0.00447281503788717,"nominal","nominal",0.0103317612285866,170,170,199,1,182,182
"2493","t_Q109","Q222",4433,0.00576044670542597,0.0618603630477863,NA,0.0039067211503898,"nominal","nominal",0.0102582030066403,174,174,191,1,183,183
"2494","t_Q109","Q207",4815,0.00633028933364255,0.0562350691259228,NA,0.00431050887710676,"nominal","nominal",0.0101088990389491,173,173,200,1,184,184
"2495","t_Q109","Q2",4898,0.00535482386109276,0.0628071458048274,NA,0.00364627336957785,"ordinal","nominal",0.0100749257605573,180,180,190,1,185,185
"2496","t_Q109","Q1",4902,0.00559440596805771,0.0606522938399077,NA,0.00380965196774201,"ordinal","nominal",0.0100293423550533,178,178,192,1,186,186
"2497","t_Q109","Q137",4517,0.0055083792363293,0.0605842382717601,NA,0.00373631598460076,"nominal","nominal",0.00995272718883526,179,179,193,1,187,187
"2498","t_Q109","Q8",4874,0.00303441270649518,0.0778569621714934,NA,0.00206735162404477,"nominal","nominal",0.00993643100352476,197,197,157,1,188,188
"2499","t_Q109","Q53",4879,0.00533575799588792,0.0605657856266274,NA,0.0036341459949068,"ordinal","nominal",0.0098377935583732,181,181,194,1,189,189
"2500","t_Q109","Q99",4850,0.00404711416133008,0.0659661713502095,NA,0.00275974403399001,"nominal","nominal",0.00946659780381398,192,192,186,1,190,190
"2501","t_Q109","Q157",4740,0.00489575076284243,0.0574205598792909,NA,0.00333311548538763,"nominal","nominal",0.00921065050801439,184,185,196,1,191,191
"2502","t_Q109","Q140",4511,0.00266810480653934,0.072895938020923,NA,0.00180770687054131,"ordinal","nominal",0.00917464936637889,200,200,173,1,192,192
"2503","t_Q109","Q111",4575,0.00262976680313542,0.0724957790904521,NA,0.00179043199294522,"nominal","nominal",0.00911276714575297,202,202,174,1,193,193
"2504","t_Q109","Q11",4870,0.00256746517918849,0.0721971259953825,NA,0.00174798933703243,"nominal","nominal",0.00903874575551426,203,203,178,1,194,194
"2505","t_Q109","Q265",4514,0.00266079437937172,0.0704661526744642,NA,0.00180308116322753,"nominal","nominal",0.00892670227919445,201,201,183,1,195,195
"2506","t_Q109","Q3",4885,0.00471658660778207,0.055555102991372,NA,0.00321197306222645,"ordinal","nominal",0.00889767011880769,187,187,201,1,196,196
"2507","t_Q109","Q126",3680,0.00245973739079641,0.0701634954810524,NA,0.00168714343296586,"ordinal","nominal",0.00876655682512368,205,205,184,1,197,197
"2508","t_Q109","Q202",4885,0.0048970206093415,0.0507624767136164,NA,0.00333300609955237,"nominal","nominal",0.00854515751389551,185,184,207,1,198,198
"2509","t_Q109","Q287",4740,0.00460848332095853,0.0498321936773518,NA,0.00314066738529706,"nominal","nominal",0.00825016479520098,188,188,209,1,199,199
"2510","t_Q109","Q271",4857,0.00410088600244851,0.0524033139786771,NA,0.00279185281960643,"nominal","nominal",0.00814570889036612,191,191,205,1,200,200
